image,plates_detected,best_yolo_confidence,plate_text,ocr_confidence,status
N225.jpeg,1,0.768,KYI9,0.9992,SUCCESS
N226.jpeg,1,0.9151,KL1GAV6342,0.7733,SUCCESS
N227.jpeg,1,0.8019,KL,1.0,SUCCESS
N229.jpeg,1,0.9515,VALD,0.61,SUCCESS
N23.jpeg,1,0.7406,84PLFJ,0.9984,SUCCESS
N230.jpeg,1,0.8305,MHO2CT2727,0.6197,SUCCESS
N231.jpeg,1,0.7599,MH1STC554,0.5856,SUCCESS
N232.jpeg,1,0.8196,MDL3CAY2231,0.7728,SUCCESS
N233.jpeg,1,0.8701,TN99F2378,0.8196,SUCCESS
N234.jpeg,1,0.8715,HR26TC5856,0.6297,SUCCESS
N235.jpeg,4,0.9705,05,1.0,SUCCESS
N236.jpeg,1,0.7758,TC,0.9969,SUCCESS
N237.jpeg,1,0.85,9A01515,0.5614,SUCCESS
N238.jpeg,1,0.8496,MH20EE7597,0.5954,SUCCESS
N239.jpeg,1,0.9031,MH20EE7598,0.9878,SUCCESS
N24.jpeg,1,0.8344,84JKJSF7,0.3318,SUCCESS
N240.jpeg,1,0.8174,TN09CH7770,0.8529,SUCCESS
N241.jpeg,1,0.8048,KVSZCKC,0.7952,SUCCESS
N242.jpeg,1,0.8085,MH20DV2362,0.9979,SUCCESS
N244.jpeg,1,0.8587,KLO5AK3300,0.811,SUCCESS
N245.jpeg,1,0.8338,MH06AW8929,0.9286,SUCCESS
N246.jpeg,1,0.8173,8929,1.0,SUCCESS
N247.jpeg,1,0.811,TN07BU5L27,0.84,SUCCESS
N248.jpeg,1,0.7596,TNO9TC0131,0.9021,SUCCESS
N28.jpeg,1,0.775,77ZFK8,0.9951,SUCCESS
N30.jpeg,1,0.7237,RK361S,0.8455,SUCCESS
N31.jpeg,1,0.7653,J628B,0.9952,SUCCESS
N32.jpeg,1,0.8506,6241GH,0.9687,SUCCESS
N33.jpeg,1,0.7874,NL,0.9984,SUCCESS
N36.jpeg,1,0.8481,GL395X,0.7324,SUCCESS
N37.jpeg,1,0.8068,32TRK3,0.9693,SUCCESS
N38.jpeg,1,0.8244,NL,0.9796,SUCCESS
N4.jpeg,1,0.8446,NL,1.0,SUCCESS
N40.jpeg,1,0.7619,DLGCAB123X,0.9421,SUCCESS
N42.jpeg,1,0.8603,IN59401515,0.7885,SUCCESS
N43.jpeg,1,0.7973,KA03AB,0.9999,SUCCESS
N45.jpeg,1,0.8351,HR26BP3543,0.8572,SUCCESS
N46.jpeg,1,0.7299,AJ,0.9728,SUCCESS
N48.jpeg,1,0.8568,HRZGDK6475,0.3849,SUCCESS
N5.jpeg,1,0.8321,77EZFK8,0.3161,SUCCESS
N50.jpeg,1,0.9541,HH14DT8831,0.6945,SUCCESS
N51.jpeg,1,0.7202,HRZGCK8571,0.6054,SUCCESS
N52.jpeg,1,0.8608,HR696969,0.9811,SUCCESS
N53.jpeg,1,0.8639,IND,0.9492,SUCCESS
N57.jpeg,1,0.8605,KL55R2473,0.9639,SUCCESS
N58.jpeg,1,0.857,MH20CS1941,0.9248,SUCCESS
N59.jpeg,1,0.857,MH20EE7597,0.8142,SUCCESS
N6.jpeg,2,0.7897,PH792N,0.8885,SUCCESS
N61.jpeg,1,0.8835,TK52U1580,0.3666,SUCCESS
N62.jpeg,1,0.8243,MK,0.6604,SUCCESS
N63.jpeg,1,0.8064,7099,1.0,SUCCESS
N66.jpeg,1,0.8305,16J3636,0.9999,SUCCESS
N68.jpeg,1,0.7815,5274,0.9998,SUCCESS
N69.jpeg,1,0.7815,46,1.0,SUCCESS
N7.jpeg,1,0.8018,NL,0.9961,SUCCESS
N73.jpeg,1,0.7798,HHI2DE1433,0.4651,SUCCESS
N75.jpeg,1,0.8226,JH,0.988,SUCCESS
N78.jpeg,1,0.8741,KLO1AX8000,0.3343,SUCCESS
N79.jpeg,1,0.7665,4019,1.0,SUCCESS
N8.jpeg,1,0.827,NL,1.0,SUCCESS
N80.jpeg,1,0.8176,MIHA20EE045,0.5805,SUCCESS
N81.jpeg,1,0.8004,GJ,1.0,SUCCESS
N82.jpeg,1,0.7888,MH14ICF460,0.715,SUCCESS
N84.jpeg,1,0.81,1351,0.8498,SUCCESS
N85.jpeg,1,0.7926,HR26,0.9998,SUCCESS
N86.jpeg,1,0.8015,1,0.9256,SUCCESS
N88.jpeg,3,0.8012,CR,0.9997,SUCCESS
N89.jpeg,1,0.8609,BU5207,0.9999,SUCCESS
N9.jpeg,1,0.9229,206,1.0,SUCCESS
N90.jpeg,1,0.8477,KLGON5344,0.7327,SUCCESS
N93.jpeg,1,0.8566,49,1.0,SUCCESS
N94.jpeg,1,0.8664,TN07BU5427,0.468,SUCCESS
N95.jpeg,2,0.9593,MH12,0.8671,SUCCESS
N96.jpeg,1,0.881,TN38BW1139,0.8038,SUCCESS
N97.jpeg,1,0.8028,BN,0.9772,SUCCESS
N98.jpeg,1,0.7994,MH14EH5819,0.7944,SUCCESS
N99.jpeg,1,0.9086,MHD3BS7778,0.372,SUCCESS
Cars102.png,1,0.9734,68361136,0.5785,SUCCESS
Cars108.png,1,0.8291,MHO1478866,0.7791,SUCCESS
Cars114.png,5,0.9542,BP,0.9999,SUCCESS
Cars119.png,3,0.621,,0,OCR_FAILED
Cars120.png,1,0.8281,B2228HM,0.9976,SUCCESS
Cars121.png,1,0.5822,D9,0.1265,SUCCESS
Cars124.png,4,0.739,,0,OCR_FAILED
Cars128.png,1,0.9217,AND,0.9223,SUCCESS
Cars136.png,1,0.8278,E474,0.5522,SUCCESS
Cars138.png,1,0.2925,BL,0.9994,SUCCESS
Cars147.png,1,0.8504,NO,0.9538,SUCCESS
Cars148.png,1,0.7559,MH01FBBA550,0.2417,SUCCESS
Cars151.png,1,0.7695,DL3CBD,0.611,SUCCESS
Cars156.png,1,0.838,PRIVATE,0.9997,SUCCESS
Cars160.png,1,0.7869,QPLATECOH,0.5986,SUCCESS
Cars167.png,1,0.8055,15HLK10898,0.5265,SUCCESS
Cars170.png,1,0.6165,9U,0.3389,SUCCESS
Cars172.png,1,0.657,09,0.9968,SUCCESS
Cars175.png,1,0.638,DL,0.9978,SUCCESS
Cars176.png,2,0.8894,2012,0.9998,SUCCESS
Cars177.png,1,0.8322,GOOD,0.9981,SUCCESS
Cars178.png,1,0.8281,5228922,0.4151,SUCCESS
Cars184.png,1,0.7233,SWICT,0.2781,SUCCESS
Cars19.png,1,0.866,2011,1.0,SUCCESS
Cars196.png,1,0.3919,,0,OCR_FAILED
Cars201.png,1,0.7989,LR33TEE,0.9993,SUCCESS
Cars203.png,1,0.8694,CZI7KOD,0.9857,SUCCESS
Cars205.png,1,0.8749,INOTACOPF,0.1532,SUCCESS
Cars208.png,1,0.8767,V8,0.993,SUCCESS
Cars211.png,3,0.9696,F,0.9997,SUCCESS
Cars212.png,1,0.7953,KL65H4383,0.963,SUCCESS
Cars219.png,1,0.9173,KA03,0.9999,SUCCESS
Cars22.png,1,0.8027,MAMRAJ,0.2394,SUCCESS
Cars228.png,2,0.7615,,0,OCR_FAILED
Cars23.png,1,0.8596,9214,0.9996,SUCCESS
Cars235.png,1,0.8431,6J03JL0126,0.6577,SUCCESS
Cars238.png,1,0.8453,IA,0.81,SUCCESS
Cars239.png,1,0.8055,15HLK10898,0.5265,SUCCESS
Cars249.png,1,0.7707,KA42H0832,0.2459,SUCCESS
Cars25.png,1,0.8038,BYHAI136,0.115,SUCCESS
Cars252.png,1,0.8428,DAN54P,0.9995,SUCCESS
Cars259.png,1,0.834,MH20EE7598,0.9623,SUCCESS
Cars266.png,3,0.7148,CH9984,0.7281,SUCCESS
Cars271.png,1,0.7171,YESB0SS,0.4871,SUCCESS
Cars277.png,2,0.6145,,0,OCR_FAILED
Cars278.png,1,0.4528,I8863,0.1112,SUCCESS
Cars281.png,1,0.8349,MH01DB0001,0.2357,SUCCESS
Cars285.png,1,0.8185,HR26BR9044,0.9807,SUCCESS
Cars289.png,1,0.8271,5320,0.3953,SUCCESS
Cars292.png,1,0.7171,UOT,0.221,SUCCESS
Cars301.png,1,0.7733,6526JHD,0.8464,SUCCESS
Cars304.png,1,0.8493,HNYCHIL3,0.7222,SUCCESS
Cars312.png,1,0.9765,PUI8BES,0.9966,SUCCESS
Cars318.png,1,0.7075,ALR486,0.9989,SUCCESS
Cars328.png,1,0.8099,IMAU555,0.5671,SUCCESS
Cars329.png,1,0.8233,L6M,0.177,SUCCESS
Cars331.png,1,0.5946,MR26CB189,0.4989,SUCCESS
Cars343.png,1,0.7752,SKIPGAS,0.9898,SUCCESS
Cars345.png,1,0.6767,OHGMOOV,0.4073,SUCCESS
Cars346.png,1,0.7997,3380,1.0,SUCCESS
Cars349.png,1,0.8548,PY56BXUE,0.3038,SUCCESS
Cars357.png,1,0.7171,UOT,0.221,SUCCESS
Cars361.png,1,0.8865,WASHINGTON,0.9996,SUCCESS
Cars364.png,1,0.7695,DL3CBD,0.611,SUCCESS
Cars374.png,1,0.7993,S7JDI,0.4879,SUCCESS
Cars378.png,1,0.7287,414,0.8472,SUCCESS
Cars382.png,2,0.8512,CRAIG,0.998,SUCCESS
Cars384.png,1,0.767,DX,0.9634,SUCCESS
Cars385.png,2,0.8894,2012,0.9998,SUCCESS
Cars386.png,1,0.82,AB,0.9999,SUCCESS
Cars387.png,1,0.7957,HR26AZ5927,0.994,SUCCESS
Cars408.png,1,0.5575,,0,OCR_FAILED
Cars412.png,1,0.7989,LR33TEE,0.9993,SUCCESS
Cars428.png,1,0.8699,DZI7YXR,0.9774,SUCCESS
Cars429.png,1,0.8419,KAISER,1.0,SUCCESS
Cars48.png,1,0.7075,ALR486,0.9989,SUCCESS
Cars50.png,1,0.9765,PUI8BES,0.9966,SUCCESS
Cars58.png,1,0.8349,MH01DB0001,0.2357,SUCCESS
Cars59.png,2,0.7084,MHGEC,0.1104,SUCCESS
Cars6.png,1,0.941,07,1.0,SUCCESS
Cars69.png,1,0.7613,KWID,0.9926,SUCCESS
Cars74.png,1,0.8694,CZI7KOD,0.9857,SUCCESS
Cars8.png,1,0.7733,6526JHD,0.8464,SUCCESS
Cars80.png,1,0.8503,M,0.9998,SUCCESS
Cars81.png,2,0.7509,,0,OCR_FAILED
Cars89.png,3,0.5723,SM,0.2082,SUCCESS
N101.jpeg,1,0.8616,WOBONP300,0.5376,SUCCESS
N102.jpeg,1,0.855,IUH02BM6048,0.4314,SUCCESS
N109.jpeg,1,0.8235,TS09,1.0,SUCCESS
N112.jpeg,1,0.7917,MH20EE7598,0.9759,SUCCESS
N113.jpeg,2,0.8257,KA,0.9993,SUCCESS
N116.jpeg,1,0.8537,HR26DA0471,0.9937,SUCCESS
N120.jpeg,1,0.7397,HRZ6D4S,0.0621,SUCCESS
N126.jpeg,1,0.766,HP,0.9999,SUCCESS
N129.jpeg,1,0.8207,DL7CN5617,0.5965,SUCCESS
N135.jpeg,1,0.9084,GJW115A1138,0.9716,SUCCESS
N136.jpeg,1,0.8222,SRIDURGAAUTOMOBILES,0.7482,SUCCESS
N143.jpeg,1,0.794,TN,0.9982,SUCCESS
N148.jpeg,1,0.8467,TCF300,0.9998,SUCCESS
N163.jpeg,1,0.8082,WB74X7605Z,0.3688,SUCCESS
N166.jpeg,1,0.8765,KL12G7531,0.9016,SUCCESS
N171.jpeg,2,0.9872,INDI,0.9387,SUCCESS
N175.jpeg,1,0.737,LH2OCS4938,0.3254,SUCCESS
N177.jpeg,2,0.8505,MH14TCF459,0.9903,SUCCESS
N181.jpeg,1,0.7557,01,0.8932,SUCCESS
N184.jpeg,1,0.9349,6J05JD9759,0.6307,SUCCESS
N19.jpeg,1,0.8123,5RGLA,0.3097,SUCCESS
N199.jpeg,1,0.7258,VR280F5868,0.302,SUCCESS
N207.jpeg,1,0.8348,0943,1.0,SUCCESS
N212.jpeg,1,0.8384,PBOBAGIT18979,0.7158,SUCCESS
N213.jpeg,1,0.8529,MH2OBYLL6S,0.3416,SUCCESS
N214.jpeg,1,0.7964,MH14TCE4,0.9189,SUCCESS
N219.jpeg,3,0.9369,IH12DE1433,0.9629,SUCCESS
N223.jpeg,0,0,,0,NO_PLATE
N25.jpeg,1,0.815,PJ323K,0.8485,SUCCESS
N27.jpeg,1,0.8125,NL,0.9999,SUCCESS
N3.jpeg,1,0.8344,94FDTJ,0.9874,SUCCESS
N34.jpeg,1,0.7782,NL,1.0,SUCCESS
N35.jpeg,1,0.8087,VBJ87T,0.7636,SUCCESS
N44.jpeg,1,0.8217,KA510J8156,0.263,SUCCESS
N47.jpeg,1,0.8174,HR99HAQTEMPI4575,0.2962,SUCCESS
N49.jpeg,1,0.8255,HR26CH3604,1.0,SUCCESS
N54.jpeg,1,0.7923,5274,0.8696,SUCCESS
N56.jpeg,1,0.795,DL3CAY9324,0.8726,SUCCESS
N64.jpeg,1,0.3071,I05972,0.1006,SUCCESS
N65.jpeg,1,0.5821,HR26BU0375,0.9094,SUCCESS
N67.jpeg,1,0.8754,2344,1.0,SUCCESS
N70.jpeg,1,0.8007,3380,1.0,SUCCESS
N72.jpeg,1,0.8357,MHOLDH8351,0.5266,SUCCESS
N74.jpeg,1,0.8869,MH12JC2813,0.9883,SUCCESS
N77.jpeg,1,0.7645,HR,1.0,SUCCESS
N91.jpeg,1,0.7842,MH2OCS4946,0.9899,SUCCESS
N92.jpeg,1,0.971,KL10AW2814,0.6956,SUCCESS
